id,release_year,revenue,cast,genre,production_companies
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Action,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Action,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Action,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Crime,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Crime,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Crime,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Thriller,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Thriller,Universal Pictures
168259,2015,1506249360,Vin Diesel|Paul Walker|Jason Statham|Michelle Rodriguez|Dwayne Johnson,Thriller,Universal Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Science Fiction,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Science Fiction,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Science Fiction,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Science Fiction,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Action,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Action,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Action,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Action,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Thriller,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Thriller,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Thriller,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Thriller,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Adventure,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Adventure,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Adventure,Paramount Pictures
87101,2015,440603537,Arnold Schwarzenegger|Jason Clarke|Emilia Clarke|Jai Courtney|J.K. Simmons,Adventure,Paramount Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Family,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Family,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Family,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Family,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Animation,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Animation,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Animation,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Animation,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Adventure,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Adventure,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Adventure,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Adventure,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Comedy,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Comedy,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Comedy,Universal Pictures
211672,2015,1156730962,Sandra Bullock|Jon Hamm|Michael Keaton|Allison Janney|Steve Coogan,Comedy,Universal Pictures
318846,2015,133346506,Christian Bale|Steve Carell|Ryan Gosling|Brad Pitt|Melissa Leo,Comedy,Paramount Pictures
318846,2015,133346506,Christian Bale|Steve Carell|Ryan Gosling|Brad Pitt|Melissa Leo,Comedy,Paramount Pictures
318846,2015,133346506,Christian Bale|Steve Carell|Ryan Gosling|Brad Pitt|Melissa Leo,Drama,Paramount Pictures
318846,2015,133346506,Christian Bale|Steve Carell|Ryan Gosling|Brad Pitt|Melissa Leo,Drama,Paramount Pictures
177677,2015,682330139,Tom Cruise|Jeremy Renner|Simon Pegg|Rebecca Ferguson|Ving Rhames,Action,Paramount Pictures
214756,2015,215863606,Mark Wahlberg|Seth MacFarlane|Amanda Seyfried|Jessica Barth|Giovanni Ribisi,Comedy,Universal Pictures
254470,2015,287506194,Anna Kendrick|Rebel Wilson|Hailee Steinfeld|Brittany Snow|Skylar Astin,Comedy,Universal Pictures
254470,2015,287506194,Anna Kendrick|Rebel Wilson|Hailee Steinfeld|Brittany Snow|Skylar Astin,Comedy,Universal Pictures
254470,2015,287506194,Anna Kendrick|Rebel Wilson|Hailee Steinfeld|Brittany Snow|Skylar Astin,Music,Universal Pictures
254470,2015,287506194,Anna Kendrick|Rebel Wilson|Hailee Steinfeld|Brittany Snow|Skylar Astin,Music,Universal Pictures
321697,2015,34441873,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,History,Universal Pictures
321697,2015,34441873,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,History,Universal Pictures
321697,2015,34441873,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,Drama,Universal Pictures
321697,2015,34441873,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,Drama,Universal Pictures
253412,2015,203427584,Jason Clarke|Jake Gyllenhaal|Josh Brolin|John Hawkes|Sam Worthington,Adventure,Universal Pictures
253412,2015,203427584,Jason Clarke|Jake Gyllenhaal|Josh Brolin|John Hawkes|Sam Worthington,Adventure,Universal Pictures
253412,2015,203427584,Jason Clarke|Jake Gyllenhaal|Josh Brolin|John Hawkes|Sam Worthington,Drama,Universal Pictures
253412,2015,203427584,Jason Clarke|Jake Gyllenhaal|Josh Brolin|John Hawkes|Sam Worthington,Drama,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Mystery,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Mystery,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Mystery,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Mystery,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Mystery,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Crime,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Crime,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Crime,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Crime,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Crime,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Action,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Action,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Action,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Action,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Action,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Thriller,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Thriller,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Thriller,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Thriller,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Thriller,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Drama,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Drama,Universal Pictures
201088,2015,17752940,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Drama,Universal Pictures
