id,revenue,production_companies
12146,0,Columbia Pictures
1792,33828318,Twentieth Century Fox Film Corporation
17684,0,Fechner Audiovisuel
37696,0,Det Danske Filminstitut
24190,0,Canal Plus
15276,0,Motion Picture Corporation of America (MPCA)
24358,0,Studio 4°C
20210,0,Pandora Cinema
18538,0,Alquimia Cinema
4592,0,Hollywood Partners
8325,0,StudioCanal
11420,4500000,Big Picture Media Corporation
15394,0,Alliance Atlantis Communications
24914,5,Studio 4°C
192936,0,New Amsterdam Entertainment
52036,2281585,Sony Pictures Classics
14573,0,Jowoo Entertainment
6277,0,Bac Films
14842,0,Chapman/Leonard Studio Equipment
22578,0,M6 Films
22076,0,Nu Image Films
19288,0,Lions Gate Enterntainment
10744,0,ContentFilm
21765,0,Jim Henson Pictures
11194,13885802,Darlow Smithson Productions
10629,1569918,Jerry Bruckheimer Films
5653,0,Eikon Film
20694,0,Nickelodeon Movies
32526,0,Bachrach/Gottlieb Productions
24619,0,Millennium Films
2830,0,Dimension Films
36658,214948780,Twentieth Century Fox Film Corporation
13778,0,Paramount Pictures
4997,2466444,Lions Gate Films
16973,0,ContentFilm
245454,0,Fuel Entertainment
33339,1628154,Laughlin Park Pictures
12698,0,Sony Pictures Classics
22958,0,StudioCanal
17813,15368897,Epsilon Motion Pictures
31246,4922166,20th Century Fox
16930,569217,Laurent Baffie Productions
24794,0,Walt Disney Studios HE
8991,0,Spierigfilm
246355,0,Twisted Pictures
24357,0,Square USA
11049,0,Daft Life Ltd. Co.
17920,0,Isle of Man Film Commission
28200,10000000,Focus Films
18248,0,Columbia Pictures
21525,7808524,Paramount Pictures
80219,0,Barnet Bain Films
4252,0,Dreamz Unlimited
24164,0,Rai Cinemafiction
51163,0,Canal+
44195,0,Constellation Entertainment
44710,0,TF1 Films Productions
319600,0,Lucasfilms
24660,0,Studio 4°C
107059,0,M6 Films
42418,0,Walt Disney Pictures
17473,0,Chloe Productions
59191,0,Handmade Films Ltd.
77959,0,Original Film
24950,0,DNA
24362,0,Studio 4°C
27874,0,BLT Productions
597,1845034188,Paramount Pictures
11970,252712101,Walt Disney Pictures
607,589390539,Amblin Entertainment
782,12532777,Columbia Pictures
18,263920180,Columbia Pictures
415,238207122,PolyGram Filmed Entertainment
25571,0,Overseas FilmGroup
714,333011068,Eon Productions
489,225933435,Miramax Films
184,39673162,Miramax Films
8078,162000000,Twentieth Century Fox Film Corporation
2649,109423648,PolyGram Filmed Entertainment
8413,26673242,Paramount Pictures
9444,139804348,Twentieth Century Fox Film Corporation
9714,79082515,Twentieth Century Fox Film Corporation
816,67683989,New Line Cinema
563,121214377,TriStar Pictures
9427,257850122,Channel Four Films
1701,224012234,Jerry Bruckheimer Films
754,245676146,Paramount Pictures
9366,41954997,TriStar Pictures
3597,125586134,Columbia Pictures Corporation
1813,152944660,Regency Enterprises
9360,136885767,Columbia Pictures Corporation
2255,12021272,Miramax Films
9619,178127760,Universal Pictures
1639,164508066,Twentieth Century Fox Film Corporation
2118,126216940,Regency Enterprises
4233,172363301,Miramax Films
1624,181000000,Imagine Entertainment
13313,0,Walt Disney Television Animation
686,171120329,Warner Bros.
9769,1060056,Pathé
11975,45916769,Paramount Pictures
10357,0,Twentieth Century Fox Film Corporation
4824,159330280,Universal Pictures
9434,28084357,Caravan Pictures
18222,0,New Line Cinema
9574,177977226,Walt Disney Pictures
10003,118063304,Paramount Pictures
8834,136982834,Silver Pictures
9772,315156409,Columbia Pictures Corporation
10603,0,Walt Disney Pictures
586,64256513,New Line Cinema
2898,314178011,Gracie Films
2163,50159144,Paramount Pictures
978,131457682,TriStar Pictures
8874,299288605,TriStar Pictures
4995,43101594,New Line Cinema
638,3675201,Ciby 2000
9770,10541523,Warner Bros.
11425,0,Walt Disney Pictures
10347,0,PolyGram Audiovisuel
13664,0,Hallmark Entertainment
1281,251212670,Tiger Aspect Productions
4477,140807547,Columbia Pictures
10806,0,Paramount Pictures
9415,25804707,Regency Enterprises
9433,43312294,Art Linson Productions
9437,60527873,Paramount Pictures
66,50068310,Columbia Pictures
11419,36400360,Jerry Weintraub Productions
10155,6682098,Illusion Entertainment Group
19165,0,Universal Cartoon Studios
4961,25480490,Miramax Films
6072,5716080,Icon Entertainment International
1968,29481428,Columbia Pictures
10336,87840042,New Line Cinema
6623,0,DreamWorks SKG
431,501818,Téléfilm Canada
9746,5684789,Touchstone Pictures
9922,17626234,Tig Productions
4421,48169156,Caravan Pictures
11015,33956608,Paramount Pictures
9446,0,Walt Disney Pictures
2212,1179002,Michael Obel Productions
8067,0,Channel Four Films
8675,0,Kuzui Enterprises
2639,0,New Line Cinema
13929,0,Pixar Animation Studios
22073,0,United Artists Pictures
12499,0,Silver Pictures
14289,16000000,Warner Bros.
9405,0,Columbia Pictures
6283,122417389,DreamWorks
10217,3263585,Fine Line Features
14903,0,Walt Disney Studios Home Entertainment
9438,0,Walt Disney Pictures
2895,0,Butcher's Run Productions
2142,44862187,Miramax Films
9311,0,Fox Searchlight Pictures
16052,60000000,Warner Bros. Pictures
6116,100000000,Columbia Pictures Corporation
68924,8038061,Fox Searchlight Pictures
17100,0,Credo Entertainment Group
20737,23144499,Walt Disney Pictures
9611,29235353,Touchstone Pictures
106035,0,Lakeside Productions
11676,0,Touchstone Pictures
24662,3566637,Warner Bros. Animation
11210,0,Miramax
9823,51376861,New Line Cinema
39346,0,The Harvey Entertainment Company
8860,31987563,Caravan Pictures
18355,0,The Movie Network (TMN)
12489,0,PolyGram Filmed Entertainment
9092,0,Interscope Communications
10351,15738769,Image Organization
10371,31611225,Universal Pictures
9407,0,Metro-Goldwyn-Mayer (MGM)
6499,17979739,20th Century Fox
9622,0,TriStar Pictures
9449,0,Working Title Films
9416,0,New Line Cinema
9414,13801755,Regency Enterprises
34314,11466088,Metro-Goldwyn-Mayer (MGM)
19601,0,Channel Four Films
12238,0,New Amsterdam Entertainment
14585,0,Alliance Atlantis Communications
12145,9381260,Universal Pictures
8854,1686429,Warner Bros. Pictures
17949,0,TriStar Pictures
35796,0,The Rank Organisation
26689,0,Orion Pictures
9403,41230799,Paramount Pictures
17589,0,Miramax Films
22797,0,Geffen Pictures
12628,4000000,Touchstone Pictures
17266,0,American Zoetrope
9413,44332015,20th Century Fox
50512,791830,Icon Entertainment International
18519,0,Warner Bros. Pictures
2058,34673095,Warner Bros.
17894,0,Paramount Pictures
16992,0,Universal Pictures
26180,0,Columbia Pictures Corporation
34309,11838218,New Line Cinema
1811,27354,Desperate Pictures
29193,0,Jean Doumanian Productions
18080,0,20th Century Fox
21252,0,SE8 Group
45609,0,Miramax Films
8197,25105255,Warner Bros.
12219,0,MGM Television
1610,0,Scala Productions
17834,0,Universal Pictures
9054,0,Caravan Pictures
36807,0,Touchstone Pictures
9406,26570463,Hollywood Pictures
11831,74000000,DreamWorks
14330,0,Daybreak Pictures
31662,6330054,Lions Gate Films
25624,13130349,New Deal Productions
330,229074524,Universal Pictures
10871,6482195,Paramount Pictures
18423,7240837,New Line Cinema
21253,310724,Miramax Films
21915,20060051,Columbia Pictures
14398,5790448,Orion Pictures
38295,0,Miramax Films
43274,0,Walt Disney Television
36797,0,Walt Disney Pictures
18415,0,Fine Line Features
39385,29456000,France 2 Cinéma
42884,0,Walt Disney Television
38225,0,Morgan Creek Productions
32332,0,Nomadic Pictures
14908,4529843,Universal Pictures
17832,0,Universal Pictures
82549,0,Walt Disney Television
37244,0,Universal Pictures
12723,5926128,Fox 2000 Pictures
14817,0,Paramount Pictures
29461,0,Fox 2000 Pictures
13852,861789,Working Dog
15321,0,Figment Films
37652,0,Renn Productions
27318,0,Moonstone Entertainment
44706,0,Renn Productions
37410,1334786,Shooting Gallery
109445,1274219009,Walt Disney Pictures
49047,716392705,Warner Bros.
76338,479765000,Marvel Studios
68721,1215439994,Marvel Studios
75656,117698894,Summit Entertainment
101299,847423452,Lionsgate
106646,392000694,Paramount Pictures
68726,407602906,Legendary Pictures
75612,286168572,Universal Pictures
57158,958400000,WingNut Films
49521,662845518,Legendary Pictures
152601,47351251,Annapurna Pictures
93456,970761885,Universal Pictures
54138,467365246,Paramount Pictures
76203,187000000,Plan B Entertainment
87421,98337295,One Race Productions
138843,318000141,New Line Cinema
64682,351040419,Village Roadshow Pictures
249397,2227167,Zentropa Entertainments
68724,286140700,TriStar Pictures
47964,304654182,Ingenious Media
158015,89328627,Universal Pictures
62211,743559607,Walt Disney Pictures
72190,531865000,Paramount Pictures
116745,188133322,New Line Cinema
80274,125537191,Summit Entertainment
138832,269994119,New Line Cinema
136400,131940411,Universal Studios
122906,87100449,Working Title Films
96721,90247624,Revolution Films
72559,371876278,Paramount Pictures
86829,32935319,StudioCanal
117263,161025640,Nu Image Films
76285,174578751,1492 Pictures
146233,122126687,Alcon Entertainment
107985,0,Universal Pictures
168672,251171807,Columbia Pictures
82654,116980662,Summit Entertainment
138697,0,Voltage Pictures
60304,224803475,Paramount Pictures
64686,150962475,Mid Atlantic Films
142061,0,DC Comics
123553,90565421,Constantin Film Produktion
116711,268426634,Blue Sky Studios
193756,149295601,Universal Pictures
258216,10285896,Zentropa Entertainments
152532,55198285,Universal Studios
49524,61648500,Universal Pictures
146216,0,DC Comics
151960,219788712,Walt Disney Pictures
122081,31724284,RabbitBandini Productions
174321,104810,Artina Films
158011,68572378,TriStar Pictures
109428,97542952,TriStar Pictures
137093,134402450,Laurence Mark Productions
112205,36894225,Canal Plus
91586,0,Sony Pictures
203833,76586316,Studio Babelsberg
97367,35485608,Sidney Kimmel Entertainment
109418,246984278,Columbia Pictures
109439,362000072,Legendary Pictures
49519,585178928,DreamWorks Animation
204082,43058898,Millennium Films
107846,122915111,Summit Entertainment
133805,82394288,Screen Gems
109424,95000000,Columbia Pictures
109091,71009334,Ingenious Media
117251,205366737,Columbia Pictures
198277,63464861,Likely Story
87567,21819348,Millenium Films
209189,1456675,Gotham Group
169813,1600000,Traction Media
81005,197687603,New Line Cinema
146238,62616646,20th Century Fox
70074,9489829,Dark Castle Entertainment
212716,7847000,Fastnet Films
146239,51164106,DreamWorks SKG
109414,126041322,Columbia Pictures
208134,151831537,Paramount Pictures
119283,46216641,SND
82700,243843127,Columbia Pictures
152603,0,Pandora Film
136795,158674180,Ingenious Film Partners
140823,112544580,Walt Disney Pictures
59859,29000000,Universal Pictures
157547,44030246,Intrepid Pictures
57201,89289910,Walt Disney Pictures
82682,105200903,Village Roadshow Pictures
109431,173965010,Stuber Productions
76640,0,Di Bonaventura Pictures
86825,12077441,Fox Searchlight Pictures
157370,0,Killer Films
152747,6108720,Sudden Storm Productions
76617,47241945,Nu Image Films
157386,6854611,21 Laps Entertainment
68727,24261569,Cloud Eight Films
109443,173649015,Paramount Pictures
238302,0,Gateway Films
68728,491868548,Walt Disney Pictures
77950,282570682,DreamWorks Animation
136418,8352885,Lionsgate
134374,86175291,Paramount Pictures
167032,0,Universal 1440 Entertainment
146223,5750401,Focus Features
72710,63327201,Nick Wechsler Productions
87516,4861022,Vertigo Entertainment
130150,20275812,Mr. Mudd Production
132232,146497771,Universal Pictures
178809,0,Alcina Pictures
169881,57284237,ARD Degeto Film
144340,18000000,Focus Features
251783,0,Visual Arts Entertainment
132363,115922175,Laura Ziskin Productions
87818,32438988,Greenestreet Films
107811,48065672,Relativity Media
68179,74597643,Rainmaker Entertainment
64807,44907260,Gerber Pictures
205601,16505460,Isle of Man Film
230222,0,Constantin Film Produktion
106747,15008161,Open Road Films
112949,97594140,Temple Hill Productions
174772,0,Wayfare Entertainment
168676,0,Destination Films
209403,7800000,Darko Entertainment
96936,19145732,Pathé Distribution
169209,3639345,Grindstone Entertainment Group
119675,15600000,HBO Films
109451,248384621,Columbia Pictures
185567,0,Eskwad
160588,97505481,Perdido Productions
192145,1021398,Hwy61
190847,0,Warner Bros.
180948,0,Industrial Development Corporation of South Africa
150117,28234657,Canal Plus
139038,60141683,Endgame Entertainment
77987,10337387,Gaumont
109421,63372757,Di Bonaventura Pictures
210047,16971,Whitewater Films
209244,0,Gilbert Films
152742,19255873,Paco Cinematografica
124459,27437881,New Line Cinema
103731,21587700,FilmNation Entertainment
227700,0,StudioCanal
253279,0,Sunrise Films
111190,318982,Gaumont
127560,22309223,Archer Street Productions
98357,19701164,Regency Enterprises
172533,343341,Burn Later Productions
174675,0,Red & Black Films
215881,0,Blumhouse Productions
77951,126546518,20th Century Fox
229407,0,Illumination Entertainment
179826,0,Future Films
123109,74918,Pathe
93828,9747,Scott Free Productions
109491,60052138,Alcon Entertainment
199373,5496951,Grindstone Entertainment Group
77931,347434178,Columbia Pictures
152599,5867686,Kingsgate Films
109410,95020213,Warner Bros.
77805,1585582,Helios-Filmproduktion
174311,0,Sidney Kimmel Entertainment
147773,23198652,Fox Searchlight
162903,8555008,DreamWorks SKG
227707,6399,Matador Pictures
190955,2415472,Wild Bunch
76170,415440673,Twentieth Century Fox Film Corporation
134411,42930462,Front Street Productions
175574,110000000,Reel FX Creative Studios
129670,17654912,Paramount Vantage
149509,0,Mandalay Pictures
4258,78378744,Dimension Films
214030,2681345,Antidote Films
209247,64065,Sony Pictures
100542,0,KRU Studios
220289,102617,Ugly Duckling Films
76544,2054941,Universal Pictures
175528,22456509,Sneak Preview Productions
192134,523511,BBC Films
133790,0,Fox Searchlight Pictures
77234,0,Matador Pictures
152737,74188937,Jean Doumanian Productions
121986,4069826,RT Features
216541,0,Hollywood Media Bridge
210908,0,Modernciné
209249,0,SND
159117,21833,The Collective
214075,3346257,Lascaux Films
91745,1162635,Echo Lake Productions (I)
85889,0,Egoli Tossell Film AG
210024,0,British Broadcasting Corporation (BBC)
41602,11650,Bona Fide Productions
132344,11176469,Castle Rock Entertainment
156700,0,Big Beach Films
115283,175705,Black Bear Pictures
227348,86362372,Blumhouse Productions
227094,0,Castelao Producciones
166271,0,Wild Bunch
166822,0,Epic Pictures Group
108726,0,Myriad Pictures
199591,0,Demarest Films
115782,35931410,Open Road Films
145135,25174316,Alliance Films
157360,2963902,3311 Productions
230896,0,Marvel Studios
115348,13785015,Gaumont
209504,0,Kickstart Productions
182873,0,Tea Shop & Film Company
77663,39881,Nu Image Films
50275,34664,Danmarks Radio (DR)
160139,0,Studio Hamburg Filmproduktion
172226,0,Pioneer Pictures
184125,0,Lynn Peak Productions
207768,809,Cinetel Films
172803,0,The Safran Company
198210,0,FilmEngine
157354,17385830,Forest Whitaker's Significant Productions
229408,0,Illumination Entertainment
152792,0,Worldview Entertainment
209361,10900434,Diamond Films
164457,15400000,Appian Way
129139,3566225,3 Arts Entertainment
202575,0,StudioCanal
149910,0,Key Pix Productions
201749,0,Senator Film Produktion
229182,0,Das Films
82992,788679850,Universal Pictures
215962,0,Treasure Entertainment
174682,0,XYZ Films
156708,0,72 Productions
109417,16549477,Screen Gems
172520,0,Gare Farrand Entertainment
157115,0,Modernciné
215830,0,Speranza Films A/S
70706,0,Groundswell Productions
145197,444098,erbp
102362,18074539,Original Film
157058,0,Silver Nitrate Films
78383,10000000,Lions Gate
174343,0,Unified Pictures
110552,3302463,Sahamongkolfilm Co.
201676,0,Hasbro
218329,0,Rollercoaster Entertainment
192538,641,Vertigo Films
174341,6420,Untouchable Films
183011,0,DC Comics
188538,0,Hallmark Hall of Fame Productions
172391,27187375,Triggerfish Animation
160768,30283,Why Not Productions
207021,0,American Media Group
159932,18642,Unified Pictures
248688,0,VT Films
174188,0,Mosaic Media Group
175541,7018189,Fox Searchlight Pictures
235093,0,Scott Free Productions
174316,4187,Lagniappe Films
211387,0,Marvel Studios
214091,0,Killer Films
220286,0,Nostromo Pictures
205321,0,The Asylum
159128,81381,Belladonna Productions
176339,0,NBC Universal Television
210041,0,HBO Films
111473,1234254,BBC Films
159014,0,Tremolo Productions
224815,0,DeepStudios
151933,0,CC Capital Arts Entertainment SRL
211067,9221,Worldview Entertainment
209350,2225098,Le Bureau
146381,0,Constantin Film
175291,0,New Artists Alliance
199420,0,120dB Films
152748,1031243,Parts and Labor
158916,6147,Kickstart Productions
168903,0,Mattel
229749,0,Castel Film Studio
157375,0,La Pistola
152745,0,RabbitBandini Productions
114779,0,Vacationeer Productions
199753,0,Warner Bros. Home Video
195269,0,WWE Studios
152795,455815,Pandora Filmproduktion
152259,1034589,Trilogy Entertainment Group
214093,0,Gaumont
159095,0,Big Talk Productions
161321,0,Steelyard Pictures
209271,0,Fork Films
222461,0,Room 101
191820,11294,Dor Film Produktionsgesellschaft GmbH
152736,0,RabbitBandini Productions
199534,9630444,South Australian Film Corporation
253617,0,Arc Productions
217316,0,Exclusive Media Group
229405,0,Illumination Entertainment
156717,0,Moonlighting Films
193613,7972967,Exclusive Media Group
153795,0,Nu Image Films
252529,0,Tornasol Films S.A.
170194,0,Daronimax Media
166076,2915767,DC Comics
59981,18662027,Prana Animation Studios
225747,0,Richwater Films
60932,0,BCDF Pictures
209263,25288872,Fox Searchlight Pictures
175555,0,Lions Gate
172828,19613,Duplass Brothers Productions
104329,0,NDF International
185471,0,Boku Films
156711,2159041,Fickle Fish Films
181330,32230907,Codeblack Entertainment
74461,0,North by Northwest Entertainment
214210,0,Les Films de Pierre
87499,2401510,Scott Free Productions
111479,40400,Rampart Films
176068,0,Process Productions
201066,0,Gather Films
146304,71625195,Universal
255692,0,Bunk 11 Pictures
160118,0,Parada Film
150202,0,Gold Circle Films
207769,0,Before the Door Pictures
198287,0,An Olive Branch Productions
158907,15000,Indian Paintbrush
196254,0,Universal Studios
170039,0,National Geographic Channel
159092,0,Darko Entertainment
57210,0,When Angels Sing
255718,0,Universal Pictures Corporation
189680,0,Vertigo Films
174326,0,dreamFly Productions
169219,0,Non-Stop Productions
158914,0,Revolution Films
217896,0,Canadian Film or Video Production Tax Credit (CPTC)
197033,0,Huffington Pictures
87436,21660,Magnet Releasing
157841,9494789,Epithète Films
205939,0,Arrowstorm Entertainment
191294,180590,Memfis Film
109729,56825,Filmworks/FX
122369,0,Don Carmody Productions
137563,125,Picture Machine
121677,519535,Mirabai Films
157351,0,MRB Productions
168399,0,Pandora Filmproduktion
100544,0,Jeff Most Productions
199578,0,Screen Australia
165739,0,Imprint Entertainment
140222,0,Deep Blue Pictures
212769,122,CJ Entertainment
206213,0,Arrowstorm Entertainment
214086,350006,Mockingbird Pictures
159638,9195,Hernany Perla Films
172847,0,Anonymous Content
183258,0,Universal Pictures
218425,0,Britpack Film Company
185267,0,Paul Hough Entertainment
143049,0,Anonymous Content
180951,0,Marwood Pictures
159008,0,72 Productions
166879,7965,Principle Entertainment
227425,0,LionsGate
136850,0,Myriad Pictures
167305,0,Alliance
204349,0,BoulderLight Pictures
210910,0,Ambrosino / Delmenico
220845,0,Sony Pictures Animation
158999,0,Manny O Productions
167960,0,Highland Film Group
157117,0,Roswell Films
187541,0,Sony Pictures Television
238589,0,After Dark Films
227359,0,Steamroller Productions
209262,653651,Playtone
216539,0,Active Entertainment
207774,0,Metrodome Distribution
128081,0,Samaritan Entertainment
183662,0,Intrepid Pictures
182228,0,The Asylum
167575,0,ArieScope Pictures
72525,0,Lila 9th Productions
186971,0,Les Films d'Ici
227877,0,Gearshift Films
205891,0,Hollywood Media Bridge
186988,0,Rai Cinema
178682,0,Disney Channel
191720,0,Caméra One
158908,0,State Street Pictures
162215,0,Cowboy Films
205724,0,120dB Films
173210,0,VH1 Rock Docs
146203,15179302,StudioCanal
159004,0,Civic Bakery
127373,1066471,Image Entertainment
141733,0,Whizbang Films
177888,0,Disney Channel
192136,27330000,Distant Horizons
158739,0,Intrinsic Value Films
185574,0,Pig Newton
231474,0,Content Media Corp.
205220,100129872,BBC Films
161143,0,DreamWorks Animation
220494,0,Single Spark Pictures
172631,0,"Bedford Falls Company, The"
172386,0,Universal Pictures Germany GmbH
191566,0,Lighthouse Home Entertainment
217708,11,Filmhuset Gruppen
180679,0,Launchpad Productions
139519,0,Killer Films
113148,0,Muskat Filmed Properties
254918,0,Identity Films
236028,0,The Directors Bureau
159138,0,Tree Tree Tree Productions
118289,21766271,Ecosse Films
226979,0,Gloss Studio
154282,35022,Lynn Shelton
171581,0,WWE Studios
215814,0,24/7 Films
221510,0,Walden Media
201847,0,Entertainment One
224076,0,Three Coin Productions
174671,0,Eurimages
238466,0,Radical Media
177699,0,BBC Films
229839,0,Syfy
244610,0,Onset Films
232175,1359910,Day Twenty- Eight Films
177203,0,BBC
228933,0,Whitewater Films
177566,0,The Asylum
209406,0,Serendipity Point Films
202141,0,Anthos Media
214081,0,Wild Bunch
200481,0,Pixar Animation Studios
179111,32846,Film4
240881,0,Aberration Films
237710,0,Hallmark Entertainment
173153,0,HBO Films
278334,0,Bold Films
153738,0,Dark Sky Films
194101,0,British Film Institute (BFI)
195276,0,Miin Pictures
211065,0,FSC Productions
231001,0,Ruthless Pictures
197624,0,"Asylum, The"
167179,0,Canal+Polska
200462,0,The Asylum
239459,0,Sony Pictures Home Entertainment
240913,0,Check Entertainment
180894,0,Millennium Films
256742,0,Necrostorm
146227,10501938,Dark Castle Entertainment
210913,0,Allegro-Film
222911,0,Jay-X Entertainment
216156,0,Rai Cinema
245169,0,Vroom Productions
190754,466088,ABS-CBN Film Productions
214597,0,Gaeta / Rosenzweig Films
246449,0,Against the Wild Films
158990,0,CTB Film Company
164558,0,Columbia Pictures
284019,0,Disney Television Animation
236324,0,The Asylum
212721,4793,New Real Films
226437,0,MFA Filmdistribution
248842,0,Haut et Court
257874,0,Revolver Picture Company
207273,0,Chiller Films
157409,0,Fábula
192210,0,Society Entertainment
192813,0,The Global Asylum
197919,0,Enderby Entertainment
209901,1675381,Anchor Bay Films
161782,0,Rapid Heart Pictures
209204,0,HBO Documentary Films
216769,0,Nickelodeon Productions
199556,0,Limelight International Media Entertainment
191562,0,Eros International
164331,0,Nu Image Entertainment
160564,0,Memento Films Distribution
169758,0,Duckling A/S
209355,0,Site 4 View Productions
131689,0,A. C. I. Films
300302,0,Comedy Central
241958,0,ME Completion
123107,0,Off Hollywood Pictures
224003,0,Arrowstorm Entertainment
220677,0,The Asylum
252990,0,Mad Dimension
198677,0,Mainstay Productions
234567,0,Walt Disney Animation Studios
72359,0,34th Street Films
159154,602042,Universal Pictures
177271,0,DC Comics
218460,0,Hybrid
163431,0,Filmlance International AB
83869,0,Identity Films
214100,0,DNA Films
228676,0,Lions Gate
165864,0,Tribeca Productions
164443,0,Hallmark Hall of Fame Productions
171795,0,Predestinate Productions
238234,0,BBC
137968,0,World Wide Productions
159211,0,Rai Cinema
194722,0,CineSon Entertainment
226360,0,Lifetime Television
245597,0,Lotte Entertainment
101724,0,SenoReality Pictures
184155,0,Three T Productions
159667,0,Canadian Film Centre (CFC)
195796,0,Mad Dimension
229296,0,Open Road Films
242575,0,Eficine 226
235662,0,Johnson Production Group
273404,0,Telefilm Canada
173205,0,The Documentary Group
212063,0,High Delft Pictures
199818,0,Screen Australia
180688,0,Colorfast Pictures
201132,0,Antzworks
181095,0,KK Ranch Productions
97686,0,Good / Credit Productions
184992,0,Ministero per i Beni e le Attività Culturali
217337,0,Rita Productions
270221,0,One More Pictures
222724,0,Hutson Ranch Media
158936,0,RabbitBandini Productions
176124,2861020,Samuel Goldwyn
192133,97,Darko Entertainment
203321,0,Synchronicity Films
229138,0,Imagenation Abu Dhabi FZ
159140,0,Jigsaw Productions
185460,0,Jerkschool Productions
191502,0,Black Chalk Productions
246699,0,Screen Yorkshire
191718,0,Angoa-Agicoa
121573,0,Lost Witness Pictures
159012,0,Parts and Labor
206284,0,Coram Deo Studios
202960,0,"Weinstein Company, The"
223202,0,Rai Cinema
213121,0,Pixar Animation Studios
159024,0,Worldview Entertainment
142115,0,Perry Street Pictures
173495,0,greenskyFILMS
158743,0,Computer Chess
268207,0,United King Films
116741,44000000,Twentieth Century Fox Film Corporation
190940,0,Viacom 18 Motion Pictures
224087,0,Spinning Owls Productions
172785,0,FilmColony
142391,0,Koan Films
159770,0,XYZ Films
216790,0,Rai Cinema
182127,37884,Emperor Motion Pictures
225564,0,Rectangle Productions.
158752,0,Mankurt Media
173491,0,Speak Thunder Films
225703,0,Louisiana Production Consultants
124623,0,Dundee Entertainment
203793,68129518,Art Pictures Studio
141058,0,Lions Gate Films
178850,0,HBO
238749,0,Chesler/Perlmutter Productions
194121,0,After Dark Films
246308,0,Arte Deutschland TV GmbH
160220,0,Big Focus Television
224908,0,Bloodline Pictures
173455,137460,Final Frame
203351,0,The Asylum
174323,0,School Pictures
105,381109762,Universal Pictures
2108,51525171,Universal Pictures
526,18432000,Twentieth Century Fox Film Corporation
9355,36230219,Kennedy Miller Productions
707,152427960,Eon Productions
11976,15502112,Universal Studios
9340,61389680,Amblin Entertainment
10014,29999213,New Line Cinema
1369,300400432,TriStar Pictures
606,128499205,Universal Pictures
1374,300473716,United Artists
68,0,Embassy International Pictures
10957,21288692,Walt Disney Pictures
873,146292009,Amblin Entertainment
10999,57500000,Twentieth Century Fox Film Corporation
9838,238227,Cannon Group
10925,14237000,Hemdale Film Corporation
9281,68706993,Paramount Pictures
11532,24467000,Embassy Pictures Corporation
10328,85313124,Twentieth Century Fox Film Corporation
16248,7840873,Paramount Pictures
11797,24922237,Columbia Pictures
11418,49364621,Warner Bros.
10157,55600000,Warner Bros.
9626,6948633,Famous Films (II)
8408,34000000,Dead Films
15196,14643997,Paramount Pictures
9731,21930418,Paramount Pictures
13764,23717291,TriStar Pictures
20721,20345361,Orion Pictures
10176,0,Cinepro
12500,0,Cannon Group
9749,0,Universal Pictures
11814,38934048,Universal Studios
8879,41410568,Warner Bros.
10849,10631333,Orion Pictures
11177,42400000,Universal Pictures
29161,0,DACFILM Rome
10303,96773200,Twentieth Century Fox Film Corporation
11954,0,TriStar Pictures
1694,2023414,Empire Pictures
23919,20518905,SLM Production Group
10905,0,20th Century Fox
14370,13000000,TriStar Pictures
8992,0,Monument Pictures
9080,0,Warner Bros.
24873,0,Cannon Group
17824,331816,TriStar Pictures
10843,10609321,Double Play
5683,40940662,Aspen Film Society
2075,26657534,ABC Pictures
13667,10297601,CBS Entertainment Productions
12615,0,Roxbury Productions
10372,0,Lucasfilm
1816,14202899,Embassy Films
10552,0,Famous Films (II)
11064,45833132,Universal Pictures
15983,0,Cannon Films
11864,12303411,Twentieth Century Fox Film Corporation
11509,0,Columbia Pictures
45408,0,Golden Harvest Company
11824,0,Wolfkill
11703,0,HB Filmes
17898,0,Paramount Pictures
11557,37803872,Columbia Pictures
20348,0,Amblin Entertainment
21627,0,Columbia Pictures Corporation
27590,8800000,Universal Pictures
44191,0,Crazy Wheels Film Corporation
11904,0,Paramount Pictures
8130,27400000,Orion Pictures
19357,24689703,Paramount Pictures
12775,0,Impala
14750,8692426,20th Century Fox
11893,7936012,Cannon Group
35144,2135577,Buena Vista Distribution Company
19259,0,TriStar Pictures
26578,0,Orion Pictures
16082,42160849,Columbia Pictures
13155,11137801,Walt Disney Pictures
25133,0,Balcor Film Investors
18252,4122748,Touchstone Pictures
12235,0,Columbia Pictures
27064,502758,American Zoetrope
29794,0,Hemdale
10553,14393902,Orion Pictures
19064,10000000,Night Light Films
14040,1400000,Warner Bros.
17663,0,Sullivan Entertainment
9846,17307019,United Artists
13938,25754284,TriStar Pictures
18502,0,New World Pictures
16263,0,New World Pictures
9872,9873044,Paramount Pictures
42044,0,British Broadcasting Corporation (BBC)
11018,0,Dino de Laurentiis Cinematografica
49370,12918858,Columbia Pictures Corporation
11338,6700000,Universal Pictures
24548,0,Columbia Pictures Corporation
24742,8622757,Orion Pictures
11240,2451545,Channel Four Films
50211,0,Films A2
12764,10755447,Golan-Globus Productions
15982,0,TriStar Pictures
11243,0,Nelvana
30069,0,The Guber-Peters Company
674,895921036,Patalex IV Productions Limited
272,374218673,DC Comics
411,748806957,Walt Disney
752,132511035,Studio Babelsberg
187,158733820,Dimension Films
118,474968763,Village Roadshow Pictures
